,date,ticker,shares,price_per_share
13,03/22/2023,TDOC,11353486.875324113,33.486578687010365
14,03/22/2023,RBLX,6572822.2664532205,53.99046397036631
15,03/22/2023,DNA,107485376.7448948,2.591223350780562
16,03/22/2023,BEAM,5829170.185625176,45.180304577712356
17,03/22/2023,PACB,13742267.933883056,17.686760409686812
18,03/22/2023,HOOD,18088292.271405913,13.261748226046159
19,03/22/2023,PD,7208057.214007916,30.443552290452665
20,03/22/2023,TXG,2068323.3763627997,78.02904367068447
21,03/22/2023,VCYT,4357113.810662796,35.240637570615654
22,03/22/2023,PLTR,4794910.081475013,22.05861929382429
23,03/22/2023,TWST,3579302.7892218633,24.729572593859636
24,03/22/2023,META,143684.44790332555,374.5048599746085
25,03/22/2023,TER,351624.0129628844,146.29116855765753
26,03/22/2023,CERS,12845536.024367161,3.5479827418380028
27,03/22/2023,VERV,1645965.9912127627,26.36403655358274
28,03/22/2023,TWOU,5768598.501086075,5.8867279199784095
29,03/22/2023,NVTA,18241643.460628957,1.687617259226315
0,03/21/2023,TSLA,3619676.528711842,346.71199707762383
1,03/21/2023,ROKU,8739674.380281897,97.21213673434754
2,03/21/2023,ZM,8021392.319662643,94.75981662996877
3,03/21/2023,PATH,27752915.093970686,25.403868484585566
4,03/21/2023,SQ,6969217.08440438,89.67904293305169
5,03/21/2023,COIN,7832363.67096625,73.50185948206762
6,03/21/2023,EXAS,4091720.6776206964,126.53158814802377
7,03/21/2023,SHOP,5666350.573343073,89.55710436432565
8,03/21/2023,U,8232344.117775608,56.45755732014294
9,03/21/2023,TWLO,4431742.493042419,92.22620414643946
10,03/21/2023,DKNG UW,12121451.088695,33.64149623852052
11,03/21/2023,NTLA,6493107.278294001,61.74156196493675
12,03/21/2023,CRSP,4866526.573762466,79.8562137856786
13,03/21/2023,TDOC,11374947.79560553,34.142799243283015
14,03/21/2023,RBLX,6585246.53894618,55.04848941486463
15,03/21/2023,DNA,107688550.89985451,2.6420023223968983
16,03/21/2023,BEAM,5840188.770314995,46.06568151871514
17,03/21/2023,PACB,13768244.245817313,18.033359441591138
18,03/21/2023,HOOD,18122483.65267287,13.52163239872874
19,03/21/2023,PD,7221682.2388969585,31.040140105698953
20,03/21/2023,TXG,2072233.0231157092,79.5581417287928
21,03/21/2023,VCYT,4365349.841864005,35.931231584597825
22,03/21/2023,PLTR,4803973.656757664,22.490891565019766
23,03/21/2023,TWST,3586068.5637073643,25.214186266567335
24,03/21/2023,META,143956.04732612794,381.84385360057365
25,03/21/2023,TER,352288.6699968066,149.15796701162802
26,03/21/2023,CERS,12869817.289463803,3.617510872204986
27,03/21/2023,VERV,1649077.2772265873,26.88068003915613
28,03/21/2023,TWOU,5779502.590193393,6.002087327291419
29,03/21/2023,NVTA,18276124.71386944,1.7206886920225954
0,03/20/2023,TSLA,3599949.516775022,347.28367636730866
1,03/20/2023,ROKU,8692043.69851899,97.37242586695749
2,03/20/2023,ZM,7977676.230452811,94.91606223184667
3,03/20/2023,PATH,27601663.43294584,25.44575588857771
4,03/20/2023,SQ,6931235.284781179,89.82691105413116
5,03/20/2023,COIN,7789677.776134191,73.62305370428489
6,03/20/2023,EXAS,4069421.0544335707,126.74022092982786
7,03/20/2023,SHOP,5635469.31516658,89.70477142586597
8,03/20/2023,U,8187478.354387308,56.55064788677508
9,03/20/2023,TWLO,4407589.772110675,92.37827217789254
10,03/20/2023,DKNG UW,12055389.934218481,33.696966331380516
11,03/20/2023,NTLA,6457720.24749997,61.84336511159926
12,03/20/2023,CRSP,4840004.3066344615,79.98788544388111
13,03/20/2023,TDOC,11312955.037643682,34.19909591424846
14,03/20/2023,RBLX,6549357.354912676,55.13925662682202
15,03/20/2023,DNA,107101654.99570136,2.6463586124120813
16,03/20/2023,BEAM,5808360.104777778,46.1416373446209
17,03/20/2023,PACB,13693208.171065366,18.06309391343836
18,03/20/2023,HOOD,18023717.243988186,13.543927667626958
19,03/20/2023,PD,7182324.519885161,31.091320928390157
20,03/20/2023,TXG,2060939.4820330688,79.68932190812181
21,03/20/2023,VCYT,4341558.956751546,35.990477128804315
22,03/20/2023,PLTR,4777792.299136531,22.52797588002081
23,03/20/2023,TWST,3566524.7130893962,25.25576091127634
24,03/20/2023,META,143171.4958222977,382.473460377486
25,03/20/2023,TER,350368.7186577551,149.4039075079211
26,03/20/2023,CERS,12799677.585741632,3.6234756385334674
27,03/20/2023,VERV,1640089.9086386643,26.925002497567018
28,03/20/2023,TWOU,5748004.660563145,6.011983924607963
29,03/20/2023,NVTA,18176520.970957745,1.7235258655196635
0,03/19/2023,TSLA,3628188.9847281585,356.5485140771498
1,03/19/2023,ROKU,8760227.62396789,99.9701285073682
2,03/19/2023,ZM,8040256.36697989,97.4482339763808
3,03/19/2023,PATH,27818182.105314948,26.124598041995142
4,03/19/2023,SQ,6985606.712988199,92.22331436798181
5,03/19/2023,COIN,7850783.176334766,75.58717033483933
6,03/19/2023,EXAS,4101343.248041842,130.1213979275694
7,03/19/2023,SHOP,5679676.228176042,92.09791629738022
8,03/19/2023,U,8251704.264091966,58.05930668852998
9,03/19/2023,TWLO,4442164.698658978,94.84274073165919
10,03/19/2023,DKNG UW,12149957.315267453,34.595934367079444
11,03/19/2023,NTLA,6508377.231196498,63.493223081264986
12,03/19/2023,CRSP,4877971.268635831,82.12180312507704
13,03/19/2023,TDOC,11401698.457447805,35.11145976844149
14,03/19/2023,RBLX,6600733.177344592,56.61026231713404
15,03/19/2023,DNA,107941803.93109211,2.7169581963674942
16,03/19/2023,BEAM,5853923.243448147,47.372604449484506
17,03/19/2023,PACB,13800623.264393907,18.544981330077615
18,03/19/2023,HOOD,18165102.61151522,13.905252717819277
19,03/19/2023,PD,7238665.594159453,31.92077552757914
20,03/19/2023,TXG,2077106.3294249633,81.81527450805096
21,03/19/2023,VCYT,4375615.910732298,36.95063147059793
22,03/19/2023,PLTR,4815271.244852157,23.128977466513046
23,03/19/2023,TWST,3594501.9832900027,25.92953437661492
24,03/19/2023,META,144294.59125717435,392.67709152935987
25,03/19/2023,TER,353117.1533666898,153.3897065836398
26,03/19/2023,CERS,12900083.461798705,3.7201427611801097
27,03/19/2023,VERV,1652955.4408355588,27.643308008169782
28,03/19/2023,TWOU,5793094.346585149,6.172371697388722
29,03/19/2023,NVTA,18319104.993057784,1.7695061073778042
0,03/18/2023,TSLA,3623317.02273707,344.3323488260182
1,03/18/2023,ROKU,8748464.318308538,96.54492390881919
2,03/18/2023,ZM,8029459.8446423225,94.10943523599728
3,03/18/2023,PATH,27780827.62172858,25.22950973226979
4,03/18/2023,SQ,6976226.382874848,89.06353328954336
5,03/18/2023,COIN,7840241.080154997,72.99738149203398
6,03/18/2023,EXAS,4095835.9306168198,125.66314207448937
7,03/18/2023,SHOP,5672049.512251972,88.94243164282845
8,03/18/2023,U,8240623.807780132,56.07006242899636
9,03/18/2023,TWLO,4436199.723388638,91.59321213203228
10,03/18/2023,DKNG UW,12133642.252716277,33.41059875478715
11,03/18/2023,NTLA,6499637.72875395,61.31780045330849
12,03/18/2023,CRSP,4871421.088721155,79.30812285973238
13,03/18/2023,TDOC,11386388.163041323,33.90846108017062
14,03/18/2023,RBLX,6591869.658578425,54.670665622513184
15,03/18/2023,DNA,107796858.78953102,2.623869012156058
16,03/18/2023,BEAM,5846062.547199722,45.74951098118254
17,03/18/2023,PACB,13782091.67403837,17.90958797528058
18,03/18/2023,HOOD,18140710.362417933,13.428827046829463
19,03/18/2023,PD,7228945.454500414,30.827096958202723
20,03/18/2023,TXG,2074317.173972752,79.01209661220709
21,03/18/2023,VCYT,4369740.297721393,35.684618565322396
22,03/18/2023,PLTR,4808805.25904479,22.3365259496362
23,03/18/2023,TWST,3589675.25648134,25.04112939293552
24,03/18/2023,META,144100.8312939851,379.2230788184321
25,03/18/2023,TER,352642.9847506543,148.13422540936438
26,03/18/2023,CERS,12882761.123692201,3.5926821858752196
27,03/18/2023,VERV,1650735.8386829116,26.696185231372397
28,03/18/2023,TWOU,5785315.331879423,5.960892166077612
29,03/18/2023,NVTA,18294505.94829672,1.7088787925324072
0,03/17/2023,TSLA,3618295.8542570225,352.6514319714702
1,03/17/2023,ROKU,8736340.755007768,98.87745308305202
2,03/17/2023,ZM,8018332.672929021,96.38312290771636
3,03/17/2023,PATH,27742329.13674134,25.83905568372436
4,03/17/2023,SQ,6966558.775043805,91.21531177097152
5,03/17/2023,COIN,7829376.126539123,74.76100111157588
6,03/17/2023,EXAS,4090159.9485966973,128.6991685494943
7,03/17/2023,SHOP,5664189.22399967,91.09128430368963
8,03/17/2023,U,8229204.006459988,57.424717351508995
9,03/17/2023,TWLO,4430052.067502473,93.80610775419295
10,03/17/2023,DKNG UW,12116827.532490253,34.21780014010006
11,03/17/2023,NTLA,6490630.574290085,62.79924093372368
12,03/17/2023,CRSP,4864670.305979752,81.22421023993144
13,03/17/2023,TDOC,11370608.982531566,34.72769083892556
14,03/17/2023,RBLX,6582734.689723496,55.99151106291848
15,03/17/2023,DNA,107647474.62408109,2.6872617911073333
16,03/17/2023,BEAM,5837961.11284822,46.854820973153494
17,03/17/2023,PACB,13762992.543636987,18.342284328019797
18,03/17/2023,HOOD,18115571.087409467,13.753268038590349
19,03/17/2023,PD,7218927.630271305,31.57188083808668
20,03/17/2023,TXG,2071442.5991160078,80.92103198657576
21,03/17/2023,VCYT,4363684.7408625195,36.54676035905974
22,03/17/2023,PLTR,4802141.2489010785,22.876177298657314
23,03/17/2023,TWST,3584700.7085358133,25.646124067952563
24,03/17/2023,META,143901.13732641298,388.385123378349
25,03/17/2023,TER,352154.29446254857,151.7131541451315
26,03/17/2023,CERS,12864908.279548468,3.6794815293623504
27,03/17/2023,VERV,1648448.2600056757,27.34116612080486
28,03/17/2023,TWOU,5777298.080612344,6.104907556207946
29,03/17/2023,NVTA,18269153.54439466,1.7501653716442633
0,03/16/2023,TSLA,3634539.4859919418,349.7530365618684
1,03/16/2023,ROKU,8775560.848568706,98.06479239278657
2,03/16/2023,ZM,8054329.409601035,95.59096278678025
3,03/16/2023,PATH,27866872.898809873,25.626687907522587
4,03/16/2023,SQ,6997833.778459665,90.46562520527577
5,03/16/2023,COIN,7864524.5797437,74.14655034576542
6,03/16/2023,EXAS,4108521.9219173016,127.6414071297885
7,03/16/2023,SHOP,5689617.493974691,90.34261710331965
8,03/16/2023,U,8266147.408751204,56.952751205678176
9,03/16/2023,TWLO,4449939.920030165,93.03512777947003
10,03/16/2023,DKNG UW,12171223.660435881,33.93656857300193
11,03/16/2023,NTLA,6519768.991109188,62.28310229044289
12,03/16/2023,CRSP,4886509.292106098,80.55663921436704
13,03/16/2023,TDOC,11421655.108208852,34.44226854771038
14,03/16/2023,RBLX,6612286.589959278,55.53132424974098
15,03/16/2023,DNA,108130736.91257814,2.665175542382349
16,03/16/2023,BEAM,5864169.497739775,46.469727405640946
17,03/16/2023,PACB,13824778.807517607,18.191531522620032
18,03/16/2023,HOOD,18196897.401581764,13.64023175024402
19,03/16/2023,PD,7251335.594315815,31.31239573127161
20,03/16/2023,TXG,2080741.935625618,80.2559527429188
21,03/16/2023,VCYT,4383274.650254385,36.24638737639995
22,03/16/2023,PLTR,4823699.523052276,22.688161027460012
23,03/16/2023,TWST,3600793.5214330372,25.435341971146432
24,03/16/2023,META,144547.15334475934,385.19303749211196
25,03/16/2023,TER,353735.2223091175,150.4662438260887
26,03/16/2023,CERS,12922662.769732192,3.6492403580312183
27,03/16/2023,VERV,1655848.6461399652,27.116452697879893
28,03/16/2023,TWOU,5803234.13068241,6.05473212961734
29,03/16/2023,NVTA,18351169.33697688,1.73578099426953
0,03/15/2023,TSLA,3648801.2340938286,358.15069724954526
1,03/15/2023,ROKU,8809995.70304131,100.41935337106251
2,03/15/2023,ZM,8085934.188586672,97.88612647765997
3,03/15/2023,PATH,27976221.09084407,26.241991299058114
4,03/15/2023,SQ,7025292.922318719,92.63772821784838
5,03/15/2023,COIN,7895384.574229849,75.9268281586082
6,03/15/2023,EXAS,4124643.5529925167,130.70611026234866
7,03/15/2023,SHOP,5711943.2636651555,92.51176665961289
8,03/15/2023,U,8298583.350793115,58.32020146302673
9,03/15/2023,TWLO,4467401.25796654,95.2689252121006
10,03/15/2023,DKNG UW,12218982.923089616,34.75139434429937
11,03/15/2023,NTLA,6545352.233055537,63.77853565323083
12,03/15/2023,CRSP,4905683.706055964,82.49082491554591
13,03/15/2023,TDOC,11466473.101984326,35.26923630593412
14,03/15/2023,RBLX,6638232.866258363,56.864645678972366
15,03/15/2023,DNA,108555036.42503692,2.7291670951020435
16,03/15/2023,BEAM,5887180.200615853,47.58547755562537
17,03/15/2023,PACB,13879026.536473922,18.62831489015805
18,03/15/2023,HOOD,18268301.101549108,13.967737235445329
19,03/15/2023,PD,7279789.466407991,32.064214435275815
20,03/15/2023,TXG,2088906.6611610805,82.18291888430365
21,03/15/2023,VCYT,4400474.397062543,37.116672493387796
22,03/15/2023,PLTR,4842627.474662681,23.232909630099464
23,03/15/2023,TWST,3614922.8520862074,26.046051097358493
24,03/15/2023,META,145114.3490232746,394.44162175005636
25,03/15/2023,TER,355123.2613316075,154.07897717937647
26,03/15/2023,CERS,12973370.641234998,3.7368595609858772
27,03/15/2023,VERV,1662346.1120162103,27.767525726576682
28,03/15/2023,TWOU,5826005.726277133,6.200107810924134
29,03/15/2023,NVTA,18423178.392172933,1.7774575439895361
0,03/14/2023,TSLA,3650974.619265455,344.2965494798189
1,03/14/2023,ROKU,8815243.32076413,96.53488638209078
2,03/14/2023,ZM,8090750.523688735,94.09965092074454
3,03/14/2023,PATH,27992884.94841703,25.226886685215327
4,03/14/2023,SQ,7029477.493218617,89.05427358370149
5,03/14/2023,COIN,7900087.409670042,72.98979214255641
6,03/14/2023,EXAS,4127100.370604985,125.6500772017205
7,03/14/2023,SHOP,5715345.546221526,88.93318452761245
8,03/14/2023,U,8303526.349011706,56.06423296922252
9,03/14/2023,TWLO,4470062.237018796,91.58368942200575
10,03/14/2023,DKNG UW,12226261.08229688,33.40712514100783
11,03/14/2023,NTLA,6549250.930346437,61.31142539974733
12,03/14/2023,CRSP,4908605.745251689,79.29987739875158
13,03/14/2023,TDOC,11473303.03351851,33.904935704929414
14,03/14/2023,RBLX,6642186.887305748,54.66498165441597
15,03/14/2023,DNA,108619696.5397801,2.6235962152623937
16,03/14/2023,BEAM,5890686.861935509,45.744754522523785
17,03/14/2023,PACB,13887293.49006655,17.90772596161152
18,03/14/2023,HOOD,18279182.498527907,13.427430886317275
19,03/14/2023,PD,7284125.626550401,30.823891944441776
20,03/14/2023,TXG,2090150.9050842237,79.00388192831173
21,03/14/2023,VCYT,4403095.51155717,35.68090852756856
22,03/14/2023,PLTR,4845511.954816546,22.334203678643984
23,03/14/2023,TWST,3617076.057815773,25.038525931299066
24,03/14/2023,META,145200.78545927734,379.1836519730263
25,03/14/2023,TER,355334.78823613323,148.118824276019
26,03/14/2023,CERS,12981098.146672731,3.592308663974664
27,03/14/2023,VERV,1663336.2778701922,26.69340969784917
28,03/14/2023,TWOU,5829475.949411511,5.960272427493545
29,03/14/2023,NVTA,18434152.0408216,1.7087011248119182
0,03/13/2023,TSLA,3654610.563730608,359.9735650671079
1,03/13/2023,ROKU,8824022.273921454,100.9304544492576
2,03/13/2023,ZM,8098807.96660557,98.38433427430058
3,03/13/2023,PATH,28020762.593622997,26.375554298586444
4,03/13/2023,SQ,7036478.032101993,93.10922341458331
5,03/13/2023,COIN,7907954.97438546,76.31327043724352
6,03/13/2023,EXAS,4131210.480730224,131.37136085039936
7,03/13/2023,SHOP,5721037.363112164,92.9826207539501
8,03/13/2023,U,8311795.691808731,58.61703187317849
9,03/13/2023,TWLO,4474513.897121777,95.75381232558826
10,03/13/2023,DKNG UW,12238437.010904305,34.92826737247476
11,03/13/2023,NTLA,6555773.219640216,64.10314716728449
12,03/13/2023,CRSP,4913494.143488393,82.91067575246323
13,03/13/2023,TDOC,11484729.103818102,35.448744977300194
14,03/13/2023,RBLX,6648801.729962274,57.15406779475029
15,03/13/2023,DNA,108727869.07605478,2.7430576470529897
16,03/13/2023,BEAM,5896553.298305291,47.827671794770076
17,03/13/2023,PACB,13901123.613024604,18.723126811423228
18,03/13/2023,HOOD,18297386.430180114,14.038828367994276
19,03/13/2023,PD,7291379.765244103,32.2274106122995
20,03/13/2023,TXG,2092232.4513580801,82.6012025820265
21,03/13/2023,VCYT,4407480.480620036,37.30558399992067
22,03/13/2023,PLTR,4850337.519004252,23.35115740568188
23,03/13/2023,TWST,3620678.24327142,26.178616826490348
24,03/13/2023,META,145345.38848923016,396.4491982917667
25,03/13/2023,TER,355688.66019945673,154.86318787900709
26,03/13/2023,CERS,12994025.804868149,3.7558789321187116
27,03/13/2023,VERV,1664992.7666064596,27.908853188477593
28,03/13/2023,TWOU,5835281.426858866,6.231664295612695
29,03/13/2023,NVTA,18452510.304045055,1.7865042111575886
0,03/12/2023,TSLA,3619491.490974574,347.9602121161519
1,03/12/2023,ROKU,8739227.608433928,97.56211496418103
2,03/12/2023,ZM,8020982.266368433,95.10096614069425
3,03/12/2023,PATH,27751496.3659239,25.495326210151802
4,03/12/2023,SQ,6968860.818271316,90.0019008986639
5,03/12/2023,COIN,7831963.280809936,73.76647716803929
6,03/12/2023,EXAS,4091511.509003082,126.98712078752409
7,03/12/2023,SHOP,5666060.909700385,89.87952333285519
8,03/12/2023,U,8231923.280632873,56.660812969441345
9,03/12/2023,TWLO,4431515.94252152,92.55823227333514
10,03/12/2023,DKNG UW,12120831.440540235,33.76261065589704
11,03/12/2023,NTLA,6492775.3508775355,61.96384082115294
12,03/12/2023,CRSP,4866277.7970946,80.14370809740522
13,03/12/2023,TDOC,11374366.308672942,34.26571842644404
14,03/12/2023,RBLX,6584909.90137394,55.24667220898498
15,03/12/2023,DNA,107683045.8649073,2.651513925855787
16,03/12/2023,BEAM,5839890.220069773,46.231524861075265
17,03/12/2023,PACB,13767540.413654082,18.09828223237976
18,03/12/2023,HOOD,18121557.231943786,13.570312297456798
19,03/12/2023,PD,7221313.066754048,31.151889251977494
20,03/12/2023,TXG,2072127.0906362047,79.84456293653946
21,03/12/2023,VCYT,4365126.685333107,36.060589391638715
22,03/12/2023,PLTR,4803728.077792723,22.571862138054414
23,03/12/2023,TWST,3585885.244008089,25.304961107782685
24,03/12/2023,META,143948.68829803474,383.21854857637817
25,03/12/2023,TER,352270.661012345,149.69495799869938
26,03/12/2023,CERS,12869159.384855088,3.6305344523256187
27,03/12/2023,VERV,1648992.9764539804,26.97745450716862
28,03/12/2023,TWOU,5779207.142223569,6.02369573925187
29,03/12/2023,NVTA,18275190.439014696,1.7268834286342822
0,03/11/2023,TSLA,3645925.424083911,346.01259266626727
1,03/11/2023,ROKU,8803052.087260487,97.01603565378937
2,03/11/2023,ZM,8079561.243340491,94.56866248956126
3,03/11/2023,PATH,27954171.576088108,25.352622557610427
4,03/11/2023,SQ,7019755.923613547,89.49813797803918
5,03/11/2023,COIN,7889161.81104435,73.35358793335291
6,03/11/2023,EXAS,4121392.70690471,126.27634243494602
7,03/11/2023,SHOP,5707441.3841272285,89.37644538976267
8,03/11/2023,U,8292042.805683297,56.3436683720334
9,03/11/2023,TWLO,4463880.266706195,92.04016093314894
10,03/11/2023,DKNG UW,12209352.507194966,33.57363296562492
11,03/11/2023,NTLA,6540193.500567076,61.617013864016386
12,03/11/2023,CRSP,4901817.281605231,79.69512392242983
13,03/11/2023,TDOC,11457435.778214255,34.07392471742843
14,03/11/2023,RBLX,6633000.9297125805,54.93744290750466
15,03/11/2023,DNA,108469478.55538343,2.6366727459914845
16,03/11/2023,BEAM,5882540.20773465,45.972755571133575
17,03/11/2023,PACB,13868087.753876349,17.996981666229058
18,03/11/2023,HOOD,18253902.90340087,13.494355899997444
19,03/11/2023,PD,7274051.885741231,30.977524415725608
20,03/11/2023,TXG,2087260.2851870155,79.39765315108723
21,03/11/2023,VCYT,4397006.154341835,35.8587493454842
22,03/11/2023,PLTR,4838810.748107173,22.44552183767112
23,03/11/2023,TWST,3612073.743391008,25.163322975846953
24,03/11/2023,META,144999.9768580812,381.0735794886056
25,03/11/2023,TER,354843.3702210286,148.85707825959113
26,03/11/2023,CERS,12963145.65314745,3.6102134522037272
27,03/11/2023,VERV,1661035.930594374,26.826455015626173
28,03/11/2023,TWOU,5821413.948180559,5.989979622944762
29,03/11/2023,NVTA,18408658.1271775,1.7172176345688133
0,03/10/2023,TSLA,3626668.264724671,345.05313086384433
1,03/10/2023,ROKU,8756555.86005511,96.74701891160944
2,03/10/2023,ZM,8036886.371992885,94.30643209307256
3,03/10/2023,PATH,27806522.385778207,25.282322015228914
4,03/10/2023,SQ,6982678.764110769,89.24996769002678
5,03/10/2023,COIN,7847492.597186449,73.15018503072906
6,03/10/2023,EXAS,4099624.2100466546,125.92618949345217
7,03/10/2023,SHOP,5677295.647316039,89.1286125443537
8,03/10/2023,U,8248245.642782521,56.18743244664472
9,03/10/2023,TWLO,4440302.808679026,91.78494184408709
10,03/10/2023,DKNG UW,12144864.779236771,33.480536300700486
11,03/10/2023,NTLA,6505649.3083988195,61.44615542581235
12,03/10/2023,CRSP,4875926.714585345,79.47413651080495
13,03/10/2023,TDOC,11396919.546814715,33.97944078846768
14,03/10/2023,RBLX,6597966.5444534365,54.785106318866745
15,03/10/2023,DNA,107896561.17743692,2.629361489583807
16,03/10/2023,BEAM,5851469.628652263,45.84527725428176
17,03/10/2023,PACB,13794838.867840393,17.947077654543833
18,03/10/2023,HOOD,18157488.886038676,13.456937264639176
19,03/10/2023,PD,7235631.57812172,30.891626526341046
20,03/10/2023,TXG,2076235.7305785902,79.17749059915963
21,03/10/2023,VCYT,4373781.914027321,35.75931625833979
22,03/10/2023,PLTR,4813252.970904717,22.38328242414935
23,03/10/2023,TWST,3592995.382864398,25.093547344181886
24,03/10/2023,META,144234.11158749802,380.0168967227719
25,03/10/2023,TER,352969.1477581177,148.44431096834947
26,03/10/2023,CERS,12894676.517714592,3.6002026549685997
27,03/10/2023,VERV,1652262.62069462,26.752067668380878
28,03/10/2023,TWOU,5790666.227627723,5.973369948131423
29,03/10/2023,NVTA,18311426.718986012,1.712455944498172
0,03/09/2023,TSLA,3633845.9663389022,355.0814099196769
1,03/09/2023,ROKU,8773886.351995373,99.55877749799471
2,03/09/2023,ZM,8052792.533812741,97.04725990536225
3,03/09/2023,PATH,27861555.51978604,26.017102133622274
4,03/09/2023,SQ,6996498.496432115,91.84383947863779
5,03/09/2023,COIN,7863023.9213029565,75.27614883994718
6,03/09/2023,EXAS,4107737.95995767,129.58598230714583
7,03/09/2023,SHOP,5688531.837438132,91.71895738839643
8,03/09/2023,U,8264570.115202739,57.82040778176213
9,03/09/2023,TWLO,4449090.810864815,94.45248758590235
10,03/09/2023,DKNG UW,12168901.22513353,34.4535811188182
11,03/09/2023,NTLA,6518524.930356501,63.231965025555574
12,03/09/2023,CRSP,4885576.879556474,81.78389332030387
13,03/09/2023,TDOC,11419475.70079883,34.966985267588356
14,03/09/2023,RBLX,6611024.875588215,56.377325850083935
15,03/09/2023,DNA,108110104.0947382,2.705778621896717
16,03/09/2023,BEAM,5863050.534302698,47.17767853563505
17,03/09/2023,PACB,13822140.85136418,18.468673567920668
18,03/09/2023,HOOD,18193425.185632262,13.848036228989349
19,03/09/2023,PD,7249951.940687941,31.789429860335282
20,03/09/2023,TXG,2080344.9017150437,81.47862598860273
21,03/09/2023,VCYT,4382438.261730795,36.798589257795356
22,03/09/2023,PLTR,4822779.0954623455,23.033807755633607
23,03/09/2023,TWST,3600106.44096981,25.82284110435791
24,03/09/2023,META,144519.57177850543,391.0613276970013
25,03/09/2023,TER,353667.72480920336,152.75854794082548
26,03/09/2023,CERS,12920196.949609736,3.7048353438278143
27,03/09/2023,VERV,1655532.6876580217,27.529563004323506
28,03/09/2023,TWOU,5802126.794543587,6.146973997437161
29,03/09/2023,NVTA,18347667.683840215,1.7622250511840156
0,03/08/2023,TSLA,3611758.479295769,354.728068673256
1,03/08/2023,ROKU,8720556.325650621,99.45970663269304
2,03/08/2023,ZM,8003845.508429926,96.95068824934555
3,03/08/2023,PATH,27692205.538459007,25.991212534675842
4,03/08/2023,SQ,6953971.908536333,91.75244574241036
5,03/08/2023,COIN,7815230.360268611,75.20124160032884
6,03/08/2023,EXAS,4082770.0307147685,129.45703139271345
7,03/08/2023,SHOP,5653955.420490978,91.62768792224395
8,03/08/2023,U,8214335.84907601,57.76287073706358
9,03/08/2023,TWLO,4422048.047756805,94.35849798588723
10,03/08/2023,DKNG UW,12094935.390965248,34.41929638592007
11,03/08/2023,NTLA,6478903.593548807,63.16904294427617
12,03/08/2023,CRSP,4855881.037458315,81.7025102290024
13,03/08/2023,TDOC,11350065.075275017,34.93218964660435
14,03/08/2023,RBLX,6570841.299389881,56.32122481514028
15,03/08/2023,DNA,107452981.98622184,2.703086103606288
16,03/08/2023,BEAM,5827413.3460703865,47.130732062878856
17,03/08/2023,PACB,13738126.184867335,18.45029540461523
18,03/08/2023,HOOD,18082840.68458839,13.834256058456795
19,03/08/2023,PD,7205884.79501456,31.75779622236927
20,03/08/2023,TXG,2067700.0093647568,81.39754666859557
21,03/08/2023,VCYT,4355800.630631413,36.761971009045524
22,03/08/2023,PLTR,4793464.955080594,23.0108868306997
23,03/08/2023,TWST,3578224.03177982,25.797144814416946
24,03/08/2023,META,143641.14319383074,390.67218286121073
25,03/08/2023,TER,351518.03784898034,152.60653802359815
26,03/08/2023,CERS,12841664.539220653,3.7011486649378424
27,03/08/2023,VERV,1645469.9174892104,27.502168356691655
28,03/08/2023,TWOU,5766859.917085318,6.140857148192751
29,03/08/2023,NVTA,18236145.655666076,1.7604714623487108
0,03/07/2023,TSLA,3605868.960143516,353.2375477229799
1,03/07/2023,ROKU,8706336.137951849,99.04178995359062
2,03/07/2023,ZM,7990794.02625475,96.54331413733964
3,03/07/2023,PATH,27647049.203720182,25.88200085895221
4,03/07/2023,SQ,6942632.404254879,91.36691396554919
5,03/07/2023,COIN,7802486.443655714,74.88525581856847
6,03/07/2023,EXAS,4076112.4558996256,128.9130698782692
7,03/07/2023,SHOP,5644735.789963121,91.24268036142625
8,03/07/2023,U,8200941.130524508,57.520158708935384
9,03/07/2023,TWLO,4414837.228755828,93.96201591834016
10,03/07/2023,DKNG UW,12075212.767196607,34.27467100414846
11,03/07/2023,NTLA,6468338.760097584,62.90361488759746
12,03/07/2023,CRSP,4847962.788069516,81.35920696675436
13,03/07/2023,TDOC,11331557.0753566,34.78540915443179
14,03/07/2023,RBLX,6560126.547586567,56.08457039462556
15,03/07/2023,DNA,107277763.62679878,2.6917280893310305
16,03/07/2023,BEAM,5817910.866127024,46.93269489090001
17,03/07/2023,PACB,13715724.089670312,18.372769676408215
18,03/07/2023,HOOD,18053353.874451578,13.776126323858298
19,03/07/2023,PD,7194134.508622918,31.624354116191757
20,03/07/2023,TXG,2064328.311374408,81.05552482334268
21,03/07/2023,VCYT,4348697.838076331,36.607502014902025
22,03/07/2023,PLTR,4785648.48456618,22.91419809379238
23,03/07/2023,TWST,3572389.1956225787,25.68874858587205
24,03/07/2023,META,143406.91455735322,389.03062944418724
25,03/07/2023,TER,350944.83445563563,151.96530530997603
26,03/07/2023,CERS,12820724.260493796,3.6855969223147973
27,03/07/2023,VERV,1642786.7296046766,27.38660784221929
28,03/07/2023,TWOU,5757456.178677911,6.115054069608448
29,03/07/2023,NVTA,18206408.858557966,1.7530741915130301
0,03/06/2023,TSLA,3609030.128260679,353.97104172822077
1,03/06/2023,ROKU,8713968.74815505,99.24744917545866
2,03/06/2023,ZM,7997799.339976857,96.74378530078842
3,03/06/2023,PATH,27671286.62650023,25.935744558046643
4,03/06/2023,SQ,6948718.822937338,91.55663638917909
